text,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,sentiment
"It's not like democracy actually exist, let's be real, all the voting booths are dangerous, getting the bombed or shanked, constant attacks by the opposition party, no sensible well to do person goes to vote.",2.0,2.0,2.0,1.0,4.0,Negative
"Your point is valid but looking back in time state govt fall short on development even with full term
If a mid party just scrambled for survival they would fail to get re-elect...so they hv show progress",3.0,4.0,3.0,4.0,2.0,Negative
"Please stop adding clips of news, politician speeches to your videos. It has become outdated and frustrating.",2.0,4.0,3.0,3.0,3.0,Negative
Federal structure of india is what saved it from one party or person dictatorship and because of this we have smaller parties and marginalized people have their voices.,2.0,4.0,3.0,4.0,2.0,Negative
"I'm against with ""one nation one election"".",3.0,3.0,3.0,4.0,3.0,Negative
"RSS dosen't believe in federal structure of our constitution they want to bring presidential system like that in the US , but the thing is even in US the states have their own independent laws, these guys are trying to destroy the constitution and then call themselves patriots.",2.0,4.0,3.0,2.0,4.0,Negative
"We have utmost trust in you.
Whatever your showing us we are trusting it blindly. So please never break our trust in you. 
We don't like you to sit in a row of fake media.",3.0,5.0,3.0,5.0,2.0,Negative
Your research is incomplete this time. Arguments are not credible,3.0,4.0,2.0,2.0,3.0,Negative
"There was a time when he was unbiased but since the '24 elections and having called BJP leaders on his panel, he seems to have gotten into the business of selling govt ideas that discourage democracy to his audience and become their spokesperson in the creator economy. Big shame.",2.0,3.0,4.0,2.0,4.0,Negative
"When we saw Godi media lie about the bd minority attack we knew something was wrong with India...
If modi rule continues . India will embarrass and disrespect more than ever",3.0,2.0,4.0,2.0,4.0,Negative
Indian democracy must be natsuki subaru. Weak and pathetic but immortal. Dies everytime even when wind blows but then get revived again. We have worst opposition,3.0,2.0,2.0,2.0,5.0,Negative
"Another caveat- what if the LS sees a mid term election due to any political crisis, then again the new govt at the centre would be a short term govt and would seem the hinge around which the states' cycle is aligned is itself not fixed.",3.0,4.0,3.0,4.0,2.0,Negative
Ganesh I think colour grading for your video footage is not appealing try to maintain the same as previous videos,2.0,4.0,2.0,4.0,2.0,Negative
"Quick fix populism and freebies are even now , so it's not like current system is doing anything better.",3.0,3.0,3.0,3.0,4.0,Negative
"I agree with arguments. Problem is not frequency of election but ""no work"" time. Just get rid of it. It will make sure 2 months of election something is going to get done.",3.0,5.0,4.0,3.0,2.0,Negative
"Very poor analysis.

Just read comments, people have answered already.

And yes, one Nation one election is necessary. Just a reform to avoid policy paralysis could not help.",2.0,3.0,2.0,4.0,3.0,Negative
Make video on muslim Wafq board . U r biased south indian,2.0,3.0,3.0,2.0,3.0,Negative
It might work for the developed countries like America but its definitely gonna face challenges in developing country.,2.0,4.0,3.0,4.0,3.0,Negative
If you make the video in reverse the video will change the prospective you want to carry . You are not that smart .,3.0,2.0,2.0,2.0,4.0,Negative
"In UP loksabha elections congress got more seats is because of their wrong misguided promises, not because of failure of BJP.  In fact, UP is developing In UP under Yogis rule.",2.0,4.0,3.0,2.0,3.0,Negative
If people are smart they will support one nation one election and if they are not smart enough then they will learn how to be smart.,3.0,4.0,3.0,4.0,2.0,Negative
"All are  correct. Once bjp regain power, monarchy will come into force. No more election will take place. Their arrogance is proving now too",2.0,2.0,3.0,1.0,3.0,Negative
Unfortunate that he didn't give 2014 odissa state and general election results when people chose different parties for state and centre.,3.0,4.0,2.0,3.0,2.0,Negative
Think school become a  worst school....,2.0,2.0,3.0,4.0,4.0,Negative
Modi is slowly destroying All efficient systems of India.,2.0,2.0,2.0,2.0,4.0,Negative
"Congress knows they will never win if one nation one election is passed, they can only win by fooling people with big fake promises or by giving shit for free.",2.0,2.0,3.0,2.0,4.0,Negative
Coalition governments or weaker govts are always on borrowed time. They will never implement long term changes . A govt if given 2 years to work should work harder if they want to win again. That's the incentive isn't it.,3.0,5.0,4.0,4.0,2.0,Negative
Anyone watching think school should know that he is biased and a right wing youtuber. If you really want an unbiased report on such topics you should watch nitish rajput or someone else.,2.0,3.0,4.0,2.0,3.0,Negative
"Changing the Model Code of Conduct rules for election will only  solve the 300 days problem, but many crore that are spent by political parties in election, other parties leaving thier own state and governance and go to other state for election campaign etc wouldn't be solved.",3.0,3.0,3.0,3.0,4.0,Negative
This channel owner is an educated fool.,3.0,2.0,3.0,2.0,4.0,Negative
"The way you put the thumbnail of your vdo and the topic you show, 
It shows you are already biased
Used to like your content but now it seems like you are inclined towards one side",3.0,3.0,4.0,2.0,4.0,Negative
"Dravidian parties and communist parties don't have any National spirit. Congress top brass headless, foolish and poisonous leaders. They're systematically working together to pull down the growth of our Nation. Rahul doesn't have any basic leadership qualities.",2.0,2.0,3.0,1.0,4.0,Negative
"ONOE Will eradicate Most Nonsense Political Nusance, What ever trouble  arises The Ruling govt. Will ensure the Procedure..... The entire opposition are a Threat to the Entire Nation... There has been a deep workout before proposing this ONOE.",2.0,5.0,3.0,2.0,3.0,Negative
If people are not smart enough to whome to vote at the same time then they are dangerous for democracy they shouldn't have right to vote,2.0,5.0,2.0,2.0,4.0,Negative
The problem here is not in the Subject matter but Modi seem to do or suggest doing thing Simultaneously.the shock matter is what always gets the opposition riled up. Every change doesn't have to be all at once,3.0,4.0,3.0,4.0,2.0,Negative
"One nation and one election will be major chaotic situation with a country of huge population... resulting massive transportation, nationwide rush and kind of emergency, which leads to fail of system... This govt surely have some secret agenda...",3.0,2.0,4.0,2.0,4.0,Negative
"One nation one election , is dangerous bcz foreign countries which are powerful enough to floud their money to favourable party and  create a puppet government.",3.0,2.0,3.0,2.0,4.0,Negative
Your suggested biggest problem also makes it more competitive to serve people so they can win in the next election.,3.0,4.0,3.0,3.0,3.0,Negative
"Your five points are against present govt, it is not insightful for name sake u are opposing..",2.0,3.0,2.0,3.0,3.0,Negative
"India would prosper under dictatorship, this is a lawless corrupt country.",2.0,2.0,3.0,1.0,4.0,Negative
"The opposition thinks the people n voters are illiterate to evaluate national, state and localbody level issues. They must accept the fact that many times some state election were clubbed with Parliament election and people voted differently",2.0,3.0,3.0,2.0,3.0,Negative
There are always positive negatives if we only highlight negatives then we will never do reforms in system let's look at the past 1992 reforms that were made that reforms hit the domestic companies but it also allows global companies to sell their products in india then rest is history,3.0,4.0,3.0,2.0,2.0,Negative
"But the arguments against the ONOE is not convincing. Let the national election, all state assemblies, and local elections should happen in a phased manner but complete all these in a single year.",3.0,4.0,3.0,4.0,2.0,Negative
"No , it's a death of jaat paat  bali party 
One nation one election it's a nector for Bharat",2.0,4.0,3.0,4.0,2.0,Negative
You should put both of views in thumbnail or else clearly shows your stance that democracy is killed without being an expert. Freedom doesn't mean you speak anything irrelevant,3.0,5.0,3.0,4.0,2.0,Negative
Radical Islamists trying to bring this country to knees and Hindus are being all logical and rational.. this is crap.. Now we need Guru Gobind Singh Ji...,2.0,4.0,3.0,2.0,4.0,Negative
"Rss is harm us, as a citizen",2.0,3.0,2.0,3.0,4.0,Negative
"I think One nation One Election will be game changer,lots of money and time will be saved.Every month elections are going on we public are fedup.and how to implement that is Govt plan.And congress have no other work only to protest and fool people.How Delhi people are tolerating Kejriwal.",3.0,4.0,4.0,2.0,3.0,Negative
"True there is too many time by many CM and PM HM and also many cabinet ministers involves in party's sabha rather than working on ther core role,
Sometimes I have seen delayed foreign visits due to local elections and it is really frustrating.",2.0,3.0,3.0,4.0,4.0,Negative
"We have reached a point where we can directly assume that if opposition is against something, then the government is definitely correct. That's how worse today's opposition is",2.0,2.0,3.0,1.0,3.0,Negative
",one nation one election is impractical thing in such a big and diverse country.",2.0,4.0,3.0,3.0,2.0,Negative
